address,spamcount,txcount
0xFfFfF0e91511cecb84cC9338Cb03A8a5C129420d,1,1
0x35F0C1C4717C2367FB06E3E2eA16FE23Cd616997,1,1
0xe92D05c99b573Ea7b6f454a2b2eEEb42f73bE550,1,1
0xFfffF6dCe3E6F5B845D440356fdF86414C8C48D3,1,1
0x187135965bBdC0035b0b6414507f0c43B8d07576,1,1
0x4187cC9f612E5f5BE5dA745CF53Ad07790413bb0,1,1
0x750D6b553B86650CcD8f6f111EFE688ABf13bdBb,1,1
0x0953Cc7C976aA14dEb1f79fC71fB7823056E6D28,1,1
0x3ed25afE78c891b778B39aD0a6A3f1e16830DF30,1,1
0xb124b9AB1066F2A8BCd0Ad9C623A031Ddb12E87E,1,1
0xFFFFf85CF413412F29e692c6E3341614c9532071,1,1
0xfFfff797C29EdbD085691eb5419bB0eA543d8E6c,1,1
0xbbCCab6552B40f8Dcc25b7f53d0E7d4d11988CB1,1,1
0x5A67463Fd94DfAC8BC2e05F02b7878D821079513,1,1
0xF88Ce002FdB4A3f00ABAC5442C63CA27404cCf0B,1,1
0xc9F19CEB4B6Ba5E9baeD66d37E2aA9d82ecb5B1b,1,1
0x410A96f77EAFbe6FB32aa2a9d5f9D7A01ec0207f,1,1
0x8034290A5659Ef50Fa4E0E62d477C154C152271B,1,1
0xEbc52f7A0a8E5C45F0CF6121939a6DF1aaeCAFab,1,1
0x38dFf940B3042Cf4cCab0C450067d37017D203a0,1,1
0xC92d77D0B1Bc12fd0EcDAE9D157e1cd2699F9Cf3,1,1
0x5c22369F3eA0940B118c62DB8518e181ACEfb08c,1,1
0xfffFfD6c297E14A6d380BE79b22E1CCd1AFde277,1,1
0x3e235F1Cb9EeA4D6B45368ED8b77924278942106,1,1
0xfFFfFB41695f53476A58c18d04a57A57EFa0335D,1,1
0xFFfFf81Da3253b36D04E51013337BF23c2A54BAF,1,1
0xffFFf6C8787a9dB0E789B2997f8495bb47D21dA1,1,1
0x87C25C7180469d27515Fe8300336df397c4bb8a1,1,1
0xFC7C849Cf5ed28046Ef47251587B6b15A940cED7,1,1
0x8588b8dDc8029a38cd58d229bcBd44fC5E5634D6,1,1
0xFfFf1805D5293BdE66DDD46F2386617D73D8C999,1,1
0x4E62ACc56e29FfF91e86BE8d472A9f0518721B42,1,1
0xfFfFFf51c58bB451181d28ae8bbd31b7CdC33115,1,1
0xFFFfF005EC33b4ead87F17540Ccd3Ab3ed7EF998,1,1
0xa8308f9156c59C2FC95bB7A71Cf6Cf54Cd1b9002,1,1
0xFfffddd83309a06ebe448e4Cec5A6E70936d63E4,1,1
0xfFFfffE11f55C85107Dc0c4C53a0C4916e556FFe,1,1
0x8Bbb54Ed80146af4d92309a82457a8Bd4480525C,1,1
0xfFffF7328116EEe5aA369b5Fd3E8eeA3dF34DF94,1,1
0x0D691515bD47AE7c033fCa2EAe021db0FA9A8D0a,1,1
0x8d6328a398b1f5Db46Cf261eA451A33E9a809321,1,1
0xB4a6105907BBC8B5cA41562beC2efbcF8Cfd1784,0,1
0xda7606DE21353e113f9b9e122077Fc8ee2807fE6,0,1
0xB33cc3147d70Ce2aF31B2B90411BD6333EeA0EA7,0,1
0x224c142b78240e7e17bF4E64C11d7EDF692b2455,0,1
0xD551234Ae421e3BCBA99A0Da6d736074f22192FF,0,3
0x0b7599bb483957af96323662ba8477B9c0ddA00D,0,1
0x0385b3F162a0e001b60Ecb84D3CB06199d78f666,0,1
0xB685d0DAea607Fe75e02c1A7679261eAc661b9bc,0,1
0x05f51AAb068CAa6Ab7eeb672f88c180f67F17eC7,0,1
0xD517c52668aa069df5157aCc5C181cC1eDafBB6e,0,1
0xA7a7899d944fE658c4B0a1803BAB2F490bd3849e,0,3
0xaA38A0c0b95237EBE9CB199d19Ed0545993390C3,0,1
0xe1aA8bd176278199232D1ad07c4AB6AeFB5c38b3,0,1
0x5088Ea590268c34925e2fa784Cc88eb768A4a0A8,0,1
0xc940E09841d685809f18B0Cc8b7Ebf5EB1904dd4,0,1
0x22E29901F7064165cdbe01C4Ab92Ba551Aa3C322,0,1
0x20Dc0b9520CC2C2BE89F247061A2c8e310045949,0,1
0xd1B8fBa2a8EaCbB03185aB0Fe89c913aeAba95Fe,0,1
0x71Ed1ed34474469F09622377801DA0A35363d2D7,0,1
0x98901BF8fD11943d355D6Bb55a61E5f44056A1AD,0,1
0x9BeCA8B526A63FF43e678A1150270B77d0E5E106,0,1
0xb02AA57b03B80424bfb9Bb2E9456E7eC95c9a0A3,0,1
0x5B1568f321c3317Fa5aC45DEEEB0dc1B9E005448,0,1
0x344651A2445484bd2928eB46D2610DaaC1B42A66,0,1
0x0Da985CD321502FcfCCdef9b9CC3D5049a4a75A5,0,1
0xD7a131EA8833b99891A9E2223Ac4C1747eA41BFd,0,1
0xc13D5F2a4C59b897eBE4f3dc3e4A7893feb322C9,0,1
0xD152D9FCfbeC28F31902075d861b918F63BaFEDC,0,1
0xD53eB737Bb77B6d557D38C44e895e6563317BACF,0,1
0xF3Ae3bBdeB2fB7F9C32FbB1F4fbDAF1150a1c5Ce,0,1
0xFFCdfD98c455c29818697Ab2eEaFccBc4e59Fd3D,0,1
0xFF28319a7cD2136ea7283E7cDb0675B50AC29Dd2,0,1
0xFffffFFfFF2419497BF75e415Bc9a7d446e05c0F,0,1
0xf370c01641d07b4B09A6Ed5Ddbb9Bd9117f498B1,0,1
0xdDDdddFE5653C464F9Cc82f3091F0C167a2aA685,0,1
0xA043960a4a8B989499F5F71e9eB26c7827De27c3,0,1
0xb185b9dA1c8c539130Ae2A64823ed757F0f9e249,0,1
0x4218659a2BB6d74Ac00f356704C1E5c083ED562A,0,1
0x3Cb9F51978bc8d3d7f3B2d4049aADB07e705c6bD,0,1
0xBBdbD1270885206128A1CdcB0a7573caA12B13a5,0,1
0xD3577E59d96b8FBfE419dd0774f6c7C4274F3487,0,1
0x5B32f0874C902De458B8eE809B574c0D61503B33,0,1
0x4c43504Cdd227cAe506d6702B580D53B62395394,0,1
