address,spamcount,txcount
0x43e4715ae093a4C86B5eCdDb52216c4f879e9672,0,1
0x4425C20D8e84c48AEbEB116cF7b9838D4833f78D,0,1
0x3A3702A2575fC282c0892bC4907817Fc19B60052,0,1
0x623ebc7c84b1d27a416ebFAa0dEb7730982BF357,0,1
0xa009fa1aC416Ec02f6f902a3A4A584B092AE6123,0,1
0x11f52dC6439974f582BE7f128c9443f049963bF7,0,1
0xdb3d858dCC295bE2309e69539b2De07b41D658F7,0,1
0x46340b20830761efd32832A74d7169B29FEB9758,0,3
0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0,1
0x91aaE0aAfd9D2d730111b395c6871f248d7Bd728,0,1
0xbe548791f7C15CaBe2562aCe581441CdDA0Aa70C,0,1
0x19f494583c7C933be7B0eE58104DDaFac1E8aDfA,0,2
0xE5c2f1041d93184578B65F9E3165b9096a219a01,0,1
0xa5bABFf7eb1Da3dc012183c1E3b907e8fA738dA6,0,1
0xd90FCbA989331e757272FecEaa774Dd2c32A6F5B,0,1
0xD4338D5b247D41974fE8f2Fa9cFd8f839e161F72,0,1
0x863Df8e6Cda149E5F92ba0F817e5ED15A61B7A90,0,1
0x530Dab84f65bDE1cd9Df4FcdbC0D5D351b04B959,0,1
0x6FaBc975ce91B524df3a669542266946D074F791,0,1
0x4dA2ec8da6cDAd1B4377f5d59759c66F10673892,0,1
0x96B95E8C37c4272e5695ED4381B80Dee248A3273,0,1
0x6d9a4aB0b7f7E0a6a989c1F58ED239e7A1aCb484,0,1
0x08427205F7feC6552405BE690a50CcAb61c0c806,0,1
0x7f63019c104794B8AB5F15De8464BCB981c5082b,0,1
0xBfE29be20136d20eCF50D73270B4CE04de8d08FF,0,1
0x83044c5dE23608CF8F1491eC3D2a236Da17EF4E1,0,1
0xF6495dAb324FF552D303Ae156d20b35C836b2cD0,0,1
0x903C26A3d690Bf010Fd6441328983925852FFe4c,0,1
0xfF0dE516509DcE42F45226a0dcD5a29e01aFa05e,0,1
0xC94f440CaC8935E5C8eEA42cBff2067bFa72D6BB,0,1
0x5AD1461c3bB4725051538fF56Ca01c99F58b8281,0,1
0xCfC0F98f30742B6d880f90155d4EbB885e55aB33,0,1
0xf4a8e69fb2D6CeE89C07E52C7eDB6016255CeA9F,0,1
